6.970000000000000284e+01,2.000000000000000000e+01,4.199790000000000048e-07
6.982000000000000739e+01,2.000000000000000000e+01,4.232150000000000214e-07
6.993999999999999773e+01,2.000000000000000000e+01,4.571240000000000109e-07
7.006000000000000227e+01,2.000000000000000000e+01,4.150839999999999865e-07
7.017999999999999261e+01,2.000000000000000000e+01,4.224099999999999821e-07
7.029999999999999716e+01,2.000000000000000000e+01,3.806429999999999761e-07
6.970000000000000284e+01,2.006666666666666643e+01,3.847580000000000099e-07
6.982000000000000739e+01,2.006666666666666643e+01,3.725789999999999907e-07
6.993999999999999773e+01,2.006666666666666643e+01,3.865289999999999799e-07
7.006000000000000227e+01,2.006666666666666643e+01,4.460439999999999937e-07
7.017999999999999261e+01,2.006666666666666643e+01,3.792029999999999843e-07
7.029999999999999716e+01,2.006666666666666643e+01,4.302950000000000027e-07
6.970000000000000284e+01,2.013333333333333286e+01,3.952499999999999956e-07
6.982000000000000739e+01,2.013333333333333286e+01,4.120970000000000141e-07
6.993999999999999773e+01,2.013333333333333286e+01,3.346350000000000051e-07
7.006000000000000227e+01,2.013333333333333286e+01,4.687560000000000187e-07
7.017999999999999261e+01,2.013333333333333286e+01,4.169010000000000086e-07
7.029999999999999716e+01,2.013333333333333286e+01,3.966830000000000059e-07
6.970000000000000284e+01,2.019999999999999929e+01,4.069949999999999992e-07
6.982000000000000739e+01,2.019999999999999929e+01,4.472280000000000128e-07
6.993999999999999773e+01,2.019999999999999929e+01,4.648409999999999998e-07
7.006000000000000227e+01,2.019999999999999929e+01,4.206220000000000193e-07
7.017999999999999261e+01,2.019999999999999929e+01,3.330369999999999930e-07
7.029999999999999716e+01,2.019999999999999929e+01,4.316979999999999789e-07
